street_name,class
Rua Monroe,Coisa
Alameda Jacarandá,Coisa
Alameda Ipê,Nome de Cidade/UF
Alameda Flamboyant,Coisa
Rua Sinke,Coisa
Rua Vilamil,Coisa
Rua Rádio e TV Gaúcha,Personalidade Histórica
Rua Dona Maria,Personalidade Histórica
Rua Silveiro,Coisa
Rua Disnard,Coisa
Rua Hipólito da Costa,Personalidade Histórica
Rua Professora Olga S Gutierrez,Profissão
Travessa São Damião,Figura Religiosa
Rua Dona Sofia,Personalidade Histórica
Travessa Paraíso,Nome de Cidade/UF
Rua Dona Ondina,Personalidade Histórica
Rua Dona Augusta,Personalidade Histórica
Travessa Dirceu,Coisa
Rua Doutor Oscar Bittencourt,Profissão
Rua Dona Gabriela,Personalidade Histórica
Rua Barão de Cerro Largo,Nome de Cidade/UF
Praça Menino Deus,Personalidade Histórica
Rua Barão do Guaíba,Nome de Cidade/UF
Rua Gilberto Laste,Personalidade Histórica
Rua Professor Doutor Milton Guerreiro,Profissão
Rua José Otávio Manica,Personalidade Histórica
Travessa Missões,Coisa
Rua Cleveland,Coisa
Rua Santa Cruz,Figura Religiosa
Avenida Oswaldo Rolla,Personalidade Histórica
Rua Doutor Aurélio Py,Profissão
Rua Adriano Ribeiro,Personalidade Histórica
Rua Gumercindo Saraiva,Personalidade Histórica
Rua General Caldwell,Exército
Rua Gonçalves Dias,Personalidade Histórica
Rua Almirante Gonçalves,Exército
Rua Barão de Teffé,Nome de Cidade/UF
Rua Germano Hasslocher,Personalidade Histórica
Rua Afonso Pena,Personalidade Histórica
Travessa Alexandrino de Alencar,Personalidade Histórica
Rua Damasco,Coisa
Rua Nunes Machado,Personalidade Histórica
Rua 20 de Setembro,Feriado
Rua Marcílio Dias,Personalidade Histórica
Rua Zero Hora,Personalidade Histórica
Rua Dom João Becker,Personalidade Histórica
Rua Walter Spalding,Personalidade Histórica
Praça Saudade,Coisa
Avenida Florianópolis,Coisa
Rua Goiás,Nome de Cidade/UF
Travessa Mato Grosso,Nome de Cidade/UF
Avenida Professor Oscar Pereira,Profissão
Rua Mansão,Coisa
Rua Plácido de Castro,Personalidade Histórica
Rua Onofre Pires,Personalidade Histórica
Rua Belvedere,Coisa
Avenida Porto Alegre,Nome de Cidade/UF
Avenida Natal,Coisa
Praça Paulo Coelho,Personalidade Histórica
Avenida Maceió,Coisa
Rua Miramar,Coisa
Rua Saudável,Coisa
Travessa 19 de Novembro,Feriado
Rua Engenheiro Fernando Mendes Ribeiro,Profissão
Rua Carlos Pessoa de Brum,Personalidade Histórica
Rua Doutor João de Deus Vaz da Silva,Profissão
Rua Moyses Antunes da Cunha,Personalidade Histórica
Rua Doutor Álvaro Fortunato,Profissão
Avenida Teresina,Coisa
Rua Oscar Schneider,Personalidade Histórica
Travessa Alfredo Costa,Personalidade Histórica
Rua Doutor Dias da Cruz,Profissão
Travessa Caridade,Coisa
Rua Nossa Senhora Medianeira,Personalidade Histórica
Rua Coronel Neves,Exército
Rua Marciano Ribeiro,Personalidade Histórica
Avenida Niterói,Coisa
Avenida Moab Caldas,Personalidade Histórica
Rua Professor Manoel Lobato,Profissão
Rua Gabriel Fialho Camargo,Nome de Cidade/UF
Rua Mariano de Matos,Personalidade Histórica
Largo Doutor Fernando Kroeff,Profissão
Rua Fagundes Varela,Nome de Cidade/UF
Rua Doutor Voltaire Pires,Profissão
Rua Teixeira de Freitas,Figura Religiosa
Rua São Francisco de Assis,Figura Religiosa
Rua Tomaz Edison,Personalidade Histórica
Rua Delfino Riet,Personalidade Histórica
Rua Joaquim Cruz,Personalidade Histórica
Rua Paulino Chaves,Personalidade Histórica
Rua Antônio Ribeiro,Personalidade Histórica
Rua Visconde de Abaeté,Personalidade Histórica
Rua Marques de Abrantes,Personalidade Histórica
Rua Martim Afonso,Personalidade Histórica
Rua Martim Bromberg,Personalidade Histórica
Rua Paissandu,Coisa
Rua Tobias Barreto,Personalidade Histórica
Rua Henrique Fraeb,Personalidade Histórica
Rua Nossa Senhora do Brasil,Personalidade Histórica
Rua Caldre Fião,Personalidade Histórica
Rua Doutor Malheiros,Profissão
Rua Baronesa do Gravataí,Nome de Cidade/UF
Rua Vicente Lopes dos Santos,Figura Religiosa
Rua Silva Só,Personalidade Histórica
Rua João Caetano,Personalidade Histórica
Rua Cuiabá,Coisa
Rua Antônio Carlos Lopes,Personalidade Histórica
Rua Feliz,Nome de Cidade/UF
Rua Doutor Julio Bocaccio,Profissão
Rua Caieira,Coisa
Rua Tijuca,Coisa
Rua Marieta,Coisa
Rua Felizardo Farias,Nome de Cidade/UF
Rua Martim Minaberry,Personalidade Histórica
Rua Águas Mortas,Personalidade Histórica
Rua General Gomes Carneiro,Exército
Rua Isolino Leal,Personalidade Histórica
Rua Doutor Álvaro Sergio Masera,Profissão
Rua Fonseca Ramos,Personalidade Histórica
Rua Ponche Verde,Personalidade Histórica
Travessa Lucas de Lima,Personalidade Histórica
Travessa Luiz Rossetti,Personalidade Histórica
Rua Mário Leitão,Personalidade Histórica
Rua Jerusalém,Coisa
Travessa Universina Araújo Nunes,Personalidade Histórica
Rua Carlos Benevetuno Froner,Personalidade Histórica
Praça Princesa Isabel,Personalidade Histórica
Rua São Lucas,Figura Religiosa
Rua Palestina,Coisa
Rua Ney Messias,Personalidade Histórica
Rua Aldo Menotti Sirângelo,Personalidade Histórica
Rua Doutor Affonso Sanmartim,Profissão
Rua Waldomiro Souza,Personalidade Histórica
Rua A-N,Personalidade Histórica
Rua 11,Rua sem nome
Rua 10,Rua sem nome
Rua 28,Rua sem nome
Rua Arnaldo Antônio Portaluppi,Personalidade Histórica
Rua 25,Rua sem nome
Rua 23,Rua sem nome
Rua 21,Rua sem nome
Rua 22,Rua sem nome
Rua 18,Rua sem nome
Rua 16,Rua sem nome
Rua 17,Rua sem nome
Rua 20,Rua sem nome
Rua Panamá,Coisa
Rua F,Rua sem nome
Rua Pio X,Personalidade Histórica
Rua I Vila Fátima-Pinto,Personalidade Histórica
Rua O,Rua sem nome
Rua P,Rua sem nome
Rua N Fátima-Pinto,Personalidade Histórica
Rua J,Rua sem nome
Rua H,Rua sem nome
Beco T3,Rua sem nome
Beco 2,Rua sem nome
Rua U,Rua sem nome
Beco U,Rua sem nome
Rua B,Rua sem nome
Travessa 11,Rua sem nome
Rua Santo Agostinho,Figura Religiosa
Travessa 5,Rua sem nome
Rua Y,Rua sem nome
Rua R,Rua sem nome
Rua Q,Rua sem nome
Rua São Domingos,Figura Religiosa
Beco 1030,Rua sem nome
Rua São Vicente de Paula,Figura Religiosa
Rua D,Rua sem nome
Rua A,Rua sem nome
Beco 3,Rua sem nome
Rua M,Rua sem nome
Rua 4,Rua sem nome
Beco 5,Rua sem nome
Acesso 6,Rua sem nome
Rua 6,Rua sem nome
Beco 6,Rua sem nome
Via 5,Rua sem nome
Via 11,Rua sem nome
Rua 9 CEFER 2,Rua sem nome
Via 4,Rua sem nome
Passagem 21,Coisa
Rua 1 CEFER 1,Rua sem nome
Via 2 CEFER 1,Rua sem nome
Via 8,Rua sem nome
Via 10,Rua sem nome
Via 3,Rua sem nome
Passagem 3,Coisa
Via 9,Rua sem nome
Rua Bom Princípio,Nome de Cidade/UF
Passagem 6,Coisa
Rua Tomaz Francisco de Jesus,Personalidade Histórica
Rua Isaac Bauler,Personalidade Histórica
Passagem 16,Coisa
Rua Original,Coisa
Rua Almirante Custódio,Exército
Rua Doutor Murtinho,Profissão
Rua Ernestina Amaro Torelly,Nome de Cidade/UF
Rua Vladimir Herzog,Personalidade Histórica
Rua Capão do Leão,Personalidade Histórica
Rua São Benedito,Figura Religiosa
Rua das Camélias,Personalidade Histórica
Rua Doutor Sinval Saldanha,Profissão
Rua Coronel Antenor Amorim,Exército
Rua Marquês de Olinda,Personalidade Histórica
Rua da Páscoa,Personalidade Histórica
Rua Nazareth,Coisa
Rua Alexandre Herculano,Personalidade Histórica
Rua Patagônia,Coisa
Rua Urania,Coisa
Travessa Encruzilhada,Coisa
Rua Tavares,Nome de Cidade/UF
Rua Engenheiro José Ângelo Bettega Cassol,Profissão
Rua Fortaleza dos Valos,Personalidade Histórica
Rua Um,Rua sem nome
Rua Jarbas Siqueira Pereira,Personalidade Histórica
Rua Parobé,Nome de Cidade/UF
Rua Charqueadas,Nome de Cidade/UF
Rua Palmares do Sul,Personalidade Histórica
Rua Salto do Jacuí,Personalidade Histórica
Rua Salvador Fortis,Personalidade Histórica
Avenida Sargento Manoel Raymundo Soares,Personalidade Histórica
Rua Alteroza,Coisa
Rua Bem-te-vi,Personalidade Histórica
Alameda Engenheiro Sylvio Freitas,Profissão
Ernesto Jorge Dreher,Personalidade Histórica
Rua Jayr Amaury Koebe,Personalidade Histórica
Rua 25 de Julho,Feriado
Avenida Brino,Coisa
Avenida General Emílio Lúcio Esteves,Exército
Rua São Nicolau,Nome de Cidade/UF
Rua Padre Hildebrando,Figura Religiosa
Rua Morretes,Coisa
Rua Santa Catarina,Nome de Cidade/UF
Rua Piauí,Nome de Cidade/UF
Rua Ibirapuitã,Nome de Cidade/UF
Rua Julio Verne,Personalidade Histórica
Avenida Rio São Gonçalo,Figura Religiosa
Rua Piraju,Coisa
Rua Breno Arruda,Personalidade Histórica
Rua Pedro Waine,Personalidade Histórica
Rua Visconde de Pelotas,Nome de Cidade/UF
Avenida Mena Barreto,Personalidade Histórica
Avenida João de Saldanha,Personalidade Histórica
Travessa Afonso Mabilde,Personalidade Histórica
Avenida Pereira Pinto,Personalidade Histórica
Rua Camoati,Coisa
Rua Touro Passo,Personalidade Histórica
Avenida Marquês de Souza,Personalidade Histórica
Rua Ricaldi Marquês,Personalidade Histórica
Travessa Frei Faustino,Figura Religiosa
Rua Juruá,Coisa
Rua Catão Roxo,Personalidade Histórica
Rua Padre Henrique Lenz,Figura Religiosa
Rua Domingos Martins,Personalidade Histórica
Avenida Paul Zivi,Personalidade Histórica
Rua Fontoura Xavier,Nome de Cidade/UF
Rua Enes Bandeira,Personalidade Histórica
Rua Candiota,Nome de Cidade/UF
Rua Pedras Altas,Nome de Cidade/UF
Rua Vicente Pallotti,Personalidade Histórica
Rua Tuparaí,Coisa
Avenida Tapiaçu,Coisa
Rua Tupi,Coisa
Rua Sport Clube São José,Figura Religiosa
Rua Sorocaba,Coisa
Rua Itacolomi,Coisa
Avenida Cambaí,Coisa
Rua Barão de Tramandaí,Nome de Cidade/UF
Rua Leopoldo de Freitas,Figura Religiosa
Rua Açores,Coisa
Rua Cristóvão Pereira,Personalidade Histórica
Rua Silva Tavares,Nome de Cidade/UF
Rua João de Magalhães,Personalidade Histórica
Rua Brito Peixoto,Personalidade Histórica
Rua Itararé,Coisa
Rua Tupinambá,Coisa
Rua dos Tapajós,Personalidade Histórica
Rua Bortolo Barbieri,Personalidade Histórica
Rua Engenheiro Ryff,Profissão
Rua Jorge Sallis Goulart,Personalidade Histórica
Rua Doutor Carlos Walau,Profissão
Rua Nicolau Ely,Personalidade Histórica
Rua Doutor Deoclécio Pereira,Profissão
Rua Comendador Duval,Personalidade Histórica
Rua Doutor Ernesto Miranda,Profissão
Rua Fernando Abbott,Personalidade Histórica
Rua Domingos Rubbo,Personalidade Histórica
Rua Sarapuí,Coisa
Avenida Bernardi,Coisa
Rua João Zanenga,Personalidade Histórica
Rua Doutor Ney Almeida Brito,Profissão
Alfredo Placides da Silva,Personalidade Histórica
Rua Amoroso Costa,Personalidade Histórica
Rua Vista Alegre,Nome de Cidade/UF
Rua Estácio Pessoa,Personalidade Histórica
Rua Edmundo Bastian,Personalidade Histórica
Rua Comendador Albino Cunha,Personalidade Histórica
Rua Felipe Noronha,Personalidade Histórica
Rua Irene Capponi Santiago,Nome de Cidade/UF
Rua Jaú,Coisa
Rua Vaz e Silva,Personalidade Histórica
Rua Ouro Preto,Personalidade Histórica
Rua Paulo Bento Lobato,Nome de Cidade/UF
Rua Pedro Lessa,Personalidade Histórica
Rua da Graça,Personalidade Histórica
Rua Monte Flor,Personalidade Histórica
Rua Diamantina,Coisa
Rua Conselheiro d'Ávila,Personalidade Histórica
Rua Monte Bonito,Personalidade Histórica
Rua Marechal Sampaio,Exército
Praça Municipal,Coisa
Rua Eugênio du Pasquier,Personalidade Histórica
Travessa Java,Coisa
Travessa Bornéu,Coisa
Avenida La Paz,Personalidade Histórica
Rua Filipinas,Coisa
Rua Caracas,Coisa
Avenida Quito,Coisa
Rua Trujilo,Coisa
Travessa Porto Príncipe,Personalidade Histórica
Travessa Trindade,Coisa
Rua Santa Tecla,Figura Religiosa
Rua Irmão Augusto,Personalidade Histórica
Avenida Panamericana,Coisa
Rua Rodolfo Simch,Personalidade Histórica
Rua Assunção,Coisa
Praça Libanesa,Coisa
Travessa Antilhas,Coisa
Rua Arequipa,Coisa
Travessa Colônia,Coisa
Avenida Doutor Walter Só Jobim,Profissão
Avenida Bogotá,Coisa
Rua Catamarca,Coisa
Rua Costa Rica,Personalidade Histórica
Travessa Alasca,Coisa
Rua Havana,Coisa
Praça Ponaim,Coisa
Travessa Guiana,Coisa
Rua Avaré,Coisa
Travessa Bermudas,Coisa
Rua Maria Montessori,Personalidade Histórica
Rua Eduardo Maurel Müller,Personalidade Histórica
Avenida João XXIII,Personalidade Histórica
Rua Cândido Portinari,Personalidade Histórica
Travessa Galeno,Coisa
Rua Veronese,Coisa
Rua Bom Retiro do Sul,Personalidade Histórica
Rua Itiberê da Cunha,Personalidade Histórica
Avenida Nemoto,Coisa
Rua Rossini,Coisa
Travessa Gardênia,Coisa
Rua Henrique Oswald,Personalidade Histórica
Rua Rolante,Nome de Cidade/UF
Rua Walt Disney,Personalidade Histórica
Rua Monteverdi,Coisa
Rua Martin Luther King,Personalidade Histórica
Rua Presidente Juarez,Personalidade Histórica
Rua Lasar Segall,Personalidade Histórica
Rua José Maurício,Personalidade Histórica
Avenida Pastor Ernesto Schlieper,Personalidade Histórica
Rua Miguel di Giorgio,Personalidade Histórica
Rua Ministro Liveira Lima,Personalidade Histórica
Avenida Assis Chateaubriand,Personalidade Histórica
Rua Guará,Coisa
Rua Beberibe,Coisa
Rua Desembargador Solon Macedônia Soares,Profissão
Rua Capiberibe,Coisa
Rua Doutor Alberto Albertini,Profissão
Rua Augusto Atílio Giordani,Personalidade Histórica
Rua José Juliano,Personalidade Histórica
Rua Major Hércules Gomes Limeira,Personalidade Histórica
Travessa Joaquim Silveira,Personalidade Histórica
Rua Cecília Meireles,Personalidade Histórica
Rua Dona Alzira,Personalidade Histórica
Rua Dona Regina,Personalidade Histórica
Rua Realengo,Coisa
Rua da Várzea,Personalidade Histórica
Rua Júlio Kovalski,Personalidade Histórica
Rua 698,Rua sem nome
Acesso A1,Rua sem nome
Rua Adelino Machado de Souza,Personalidade Histórica
Rua São Jorge,Nome de Cidade/UF
Rua Santo Guerra,Figura Religiosa
Travessa São José,Figura Religiosa
Rua Monsenhor Felipe Diehl,Personalidade Histórica
Rua Irmão Francisco,Personalidade Histórica
Travessa Venezuela,Coisa
Travessa Doutor Heinzelmann,Profissão
Rua Beirute,Coisa
Avenida Antônio Jacob Renner,Personalidade Histórica
Rua Adolpho G. Luce Júnior,Personalidade Histórica
Rua Lauro Müller,Personalidade Histórica
Rua Battistino Anele,Personalidade Histórica
Rua Gilson Soares Cardias,Personalidade Histórica
Rua Pedro Anselmo Soster,Personalidade Histórica
Rua Acylino Reguera de Azevedo,Personalidade Histórica
Rua Monsenhor Arthur Wickert,Personalidade Histórica
Rua Padre Ignácio Rafaél Valle,Figura Religiosa
Rua Ary Malmann Saldanha,Personalidade Histórica
Rua Luiz Carlos Pinheiro Cabral,Personalidade Histórica
Avenida Engenheiro Felício Lemieszek,Profissão
Rua Victor Ely Von Frankenberg,Personalidade Histórica
Rua Afonso Robles Filho,Personalidade Histórica
Rua Joaquim Américo Magadan,Personalidade Histórica
Rua Ibaré Caetano,Personalidade Histórica
Rua Lindo Pasqualin Brufatto,Personalidade Histórica
Rua Normelina Lemes Muniz,Personalidade Histórica
Rua Engenheiro Alberto Henrique Kruse,Profissão
Rua Odilon Funk Tubino,Personalidade Histórica
Rua Waldemar Boeira da Paixão,Personalidade Histórica
Rua João José dos Santos,Figura Religiosa
Rua Oscar Jaeger,Personalidade Histórica
Rua Ciro Vaz Alvarez,Personalidade Histórica
Rua Oscar Pinto de Sá,Personalidade Histórica
Rua João Pereira Lopes,Personalidade Histórica
Rua Francisco da Silva Brilhante,Personalidade Histórica
Rua Padre Jacob Emilio Schneider,Figura Religiosa
Rua Ângelo Guido Gnochi,Personalidade Histórica
Rua Coronel Luiz Riviello,Exército
Rua Irmã Maria Trevisan,Personalidade Histórica
Rua Luís Alberto Kindlein,Personalidade Histórica
Rua Bambas da Orgia,Personalidade Histórica
Rua José Luiz Perez Garcia,Personalidade Histórica
Rua Anselmo Manzoli Filho,Personalidade Histórica
Rua João Krolikowski,Personalidade Histórica
Rua Marcos Ritter,Personalidade Histórica
Rua Milton Clarel de Azevedo,Personalidade Histórica
Rua Alexandre Wagner,Personalidade Histórica
Rua Ney Bastos,Personalidade Histórica
Rua Nilo da Silva Marquês,Personalidade Histórica
Rua Comissário Aristolino de Souza,Personalidade Histórica
Rua Oscar Silva,Personalidade Histórica
Rua PM Paulo Elcy de Freitas,Figura Religiosa
Rua João Daniel Martinelli,Personalidade Histórica
Rua Amaury Crivela Costa,Personalidade Histórica
Rua Carlos Galvão Krebs,Personalidade Histórica
Rua Marcos Spritzer,Personalidade Histórica
Rua Arno Kappel,Personalidade Histórica
Rua PM Astrogildo Leite Brião,Personalidade Histórica
Rua Ernesto Capelli,Personalidade Histórica
Rua Caetano Palacino Camaratta,Personalidade Histórica
Rua Mário Silveira da Conceição,Personalidade Histórica
Rua Edir Machado,Personalidade Histórica
Rua Mário de Castilhos Ferreira,Personalidade Histórica
Rua Raphael Pandolfo,Personalidade Histórica
Rua Luiz Felippe Berbigier,Personalidade Histórica
Rua Tarso Galvão Bueno Filho,Personalidade Histórica
Rua Humberto Albino Bianchi,Personalidade Histórica
Rua PM Pedro Guilherme Senna,Personalidade Histórica
Rua Sergio Porto,Personalidade Histórica
Rua PM Euclides Rodrigues de Assis,Personalidade Histórica
Rua General Marcos Kruchin,Exército
Rua Rosa Brufatto Zingrano,Personalidade Histórica
Rua Marcos Lolovitch,Personalidade Histórica
Rua Antônio Zugno Rossi,Personalidade Histórica
Rua Marco Antônio dos Santos Rosa,Figura Religiosa
Rua Armando Amado Potrich,Personalidade Histórica
Rua Doutor Vespasiano Faustino Correa,Profissão
Rua Deputado João Caruso,Personalidade Histórica
Rua Waldemar Nestrovski,Personalidade Histórica
Rua Orlando Scheneider,Personalidade Histórica
Rua Mário Schenini Cademartori,Personalidade Histórica
Rua G,Rua sem nome
Rua Padre Blásio Vogel,Figura Religiosa
Rua Elpidio Santos dos Santos,Figura Religiosa
Rua Frei Rovílio Costa,Figura Religiosa
Avenida Ferroviária,Coisa
Passagem 4,Coisa
Passagem 1,Coisa
Rua Diretor Augusto Pestana,Nome de Cidade/UF
Avenida Ernesto Neugebauer,Personalidade Histórica
Rua Martins Silva,Personalidade Histórica
Rua Irmão Félix Roberto,Personalidade Histórica
Avenida José Aloísio Filho,Personalidade Histórica
Avenida Júlio Juracy da Luz,Personalidade Histórica
Rua 604,Rua sem nome
Avenida Palmira Gobbi,Personalidade Histórica
Rua Bonifácio Nunes,Personalidade Histórica
Rua Lima Barreto,Personalidade Histórica
Rua Professor João de Souza Ribeiro,Profissão
Rua Padre Maximiliano Kolbe,Figura Religiosa
Rua Doutor Paulo Hecker,Profissão
Avenida Amynthas Jacques de Moraes,Personalidade Histórica
Passagem A,Coisa
Rua Doutor Caio Brandão de Mello,Profissão
Rua Max Juniman,Personalidade Histórica
Rua Engenheiro Alexandre Martins da Rosa,Profissão
Rua Ananias de Mello,Personalidade Histórica
Acesso A Quatro,Rua sem nome
Acesso A 2,Rua sem nome
Rua João Conrado Wolf,Personalidade Histórica
Rua Bagdá,Coisa
Rua Magalhães Calvet,Personalidade Histórica
Rua Luiz Carniglia,Personalidade Histórica
Rua Álvaro Vieira Guimarães,Personalidade Histórica
Rua Serafim Alencastro,Personalidade Histórica
Rua Nehita Martins Ramos,Personalidade Histórica
